ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-008646,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,SSO with Okta broken since 2026-02-11. Users hit error after authenticating. I am very frustrated.,2025-02-19,web,1
TKT-008652,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hi there,

Compliance team found login events missing from audit log.

I expect a quick resolution.",2025-11-17,web,24
TKT-008653,SaaS / Tech,account,medium,negative,Custom domain stuck Unverified after 72 hours,"Good morning,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 119 hours. DNS propagated.",2026-01-18,chat,24
TKT-008654,SaaS / Tech,billing,medium,neutral,Partner discount missing from renewal,"Good morning,

NexaTech account has 30% partner discount agreed with Sarah Nelson on 2026-01-20. Renewal invoice REF-94122 doesn't include it.",2025-06-29,mobile,8
TKT-008655,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"Good afternoon,

Invoice shows $63 proration charge but we haven't changed plans or seats in 5 months.

Regards,",2026-02-05,email,8
TKT-008656,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Dear support team,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-05-13,chat,8
TKT-008660,SaaS / Tech,account,high,neutral,API key rotation failed silently,"To whom it may concern,

Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.

I expect a quick resolution.",2025-04-08,mobile,8
TKT-008663,SaaS / Tech,billing,high,positive,Still billed for 73 seats after downgrading to 36,"Hey,

We are CoreLogic Inc. Downgraded from 73 to 36 seats on 2026-01-13. Latest invoice still shows 73 seats at $439/seat.

Looking forward to your response.",2025-06-20,email,4
TKT-008667,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hey,

Invoice shows $43 proration charge but we haven't changed plans or seats in 6 months.

Please help ASAP.",2025-07-13,web,8
TKT-008669,SaaS / Tech,technical,high,neutral,Mobile app data sync delay 2–6 hours,"Good morning,

Web changes take 4 hours to appear on mobile. Field team working with stale data.

Please help ASAP.",2025-08-15,mobile,1
TKT-008673,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hey,

I can't believe that hitting 429 at 375 req/min — well below documented 1000 req/min limit. 

I expect a quick resolution.",2025-04-09,chat,48
TKT-008675,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Good afternoon,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Best,",2025-11-17,mobile,24
TKT-008679,SaaS / Tech,billing,low,neutral,Credit card on file expired but no notification,"Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

I expect a quick resolution.",2025-06-27,email,120
TKT-008685,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Hi,

Payment failed on 2026-02-10. Updated and paid within 2 hours. Workspace still suspended 3 days later.

Looking forward to your response.",2026-01-27,web,8
TKT-008690,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"To whom it may concern,

Added DNS TXT on 2026-02-07. Still 'Pending Verification' after 98 hours. DNS propagated.

Thank you,",2025-12-11,mobile,24
TKT-008692,SaaS / Tech,account,high,positive,SCIM provisioning failing with 400,"Good afternoon,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

I expect a quick resolution.",2025-06-23,email,4
TKT-008694,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"I'm really frustrated because auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Best,",2026-01-13,chat,1
TKT-008696,SaaS / Tech,billing,low,positive,Workspace suspended despite payment,"Payment failed on 2026-02-07. Updated and paid within 4 hours. Workspace still suspended 4 days later.

Regards,",2026-01-12,web,72
TKT-008697,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"To whom it may concern,

Workspace admin at ClearPath Ltd cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08. 

Thanks,",2025-08-21,web,8
TKT-008701,SaaS / Tech,account,low,positive,Audit logs missing critical actions,"Hi,

Compliance team found file deletions missing from audit log.

Best,",2025-12-21,web,96
TKT-008706,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hi there,

Compliance team found file deletions missing from audit log.

Looking forward to your response.",2025-05-28,chat,96
TKT-008711,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Hello,

This is unacceptable — invited Jessica Brown to Meridian Labs workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-06-25,mobile,24
TKT-008714,SaaS / Tech,billing,low,negative,Credit card on file expired but no notification,"Hello,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. I need this resolved immediately.

Thanks,",2025-11-23,email,72
TKT-008715,SaaS / Tech,technical,low,negative,Mobile app data sync delay 2–6 hours,"I'm really frustrated because web changes take 3 hours to appear on mobile. Field team working with stale data. Please fix this as soon as possible.

Regards,",2026-01-20,chat,24
TKT-008718,SaaS / Tech,account,low,negative,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-08, 49 users locked out. Setup flow errors after QR scan. Please fix this as soon as possible.

Please help ASAP.",2025-05-16,web,48
TKT-008720,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Hey,

After enforcing 2FA on 2026-02-08, 23 users locked out. Setup flow errors after QR scan.

Please help ASAP.",2025-06-11,chat,48
TKT-008721,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Good morning,

I'm having a serious issue — nexaTech integration receiving HTTP 500 since 2026-02-11. Happens every 14 min. Request IDs: REF-61107, REF-30081.

Please help ASAP.",2025-04-05,mobile,4
TKT-008724,SaaS / Tech,billing,high,neutral,Still billed for 60 seats after downgrading to 30,"We are NovaFlow. Downgraded from 60 to 30 seats on 2026-01-28. Latest invoice still shows 60 seats at $150/seat.

Regards,",2025-06-21,email,1
TKT-008725,SaaS / Tech,technical,high,neutral,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 331 rows. Using official template exactly.

Thanks,",2025-09-09,mobile,8
TKT-008727,SaaS / Tech,account,low,positive,API key rotation failed silently,"Good afternoon,

Rotated API key on 2026-02-11. Old key still works, new key returns 401. Rotation didn't complete.",2025-08-04,email,72
TKT-008729,SaaS / Tech,account,medium,positive,Admin cannot assign custom roles,"Hello,

Workspace admin at Vanguard Tech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-06.",2025-04-03,web,24
TKT-008735,SaaS / Tech,account,high,negative,2FA enforcement locking out users,"Hello,

After enforcing 2FA on 2026-02-10, 32 users locked out. Setup flow errors after QR scan. 

Thank you,",2025-06-12,mobile,12
TKT-008736,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Good morning,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-07-21,mobile,96
TKT-008739,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,Switched to annual plan on 2026-02-06 for 20% discount. Still charged every 30 days. Account: ACC2888409.,2025-12-20,web,4
TKT-008740,SaaS / Tech,account,low,neutral,SSO users have no password fallback,"Dear support team,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-03-06,web,48
TKT-008741,SaaS / Tech,account,medium,negative,SSO users have no password fallback,"Hello,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-02-20,web,24
TKT-008743,SaaS / Tech,account,low,negative,Audit logs missing critical actions,"Dear support team,

Compliance team found file deletions missing from audit log.",2025-02-28,chat,168
TKT-008747,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,"To whom it may concern,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 87 hours. DNS propagated.

Please help ASAP.",2025-10-09,chat,24
TKT-008752,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Good afternoon,

This is unacceptable — submitted tax exemption cert for Catalyst Group 8 weeks ago. Still charged 7% sales tax. Please fix this as soon as possible.",2026-01-01,mobile,8
TKT-008755,SaaS / Tech,account,medium,negative,SSO users have no password fallback,"To whom it may concern,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback. I am very frustrated.",2025-12-26,email,8
TKT-008761,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Good afternoon,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-04-23,web,48
TKT-008763,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,"Hi there,

Invited Ali Malik to Zenith Digital workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Please help ASAP.",2026-01-03,mobile,8
TKT-008767,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Hey,

I'm really frustrated because new users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2026-01-21,web,24
TKT-008774,SaaS / Tech,technical,high,positive,Webhooks stopped delivering events,"Hi there,

Webhook endpoint for payment.completed stopped on 2026-02-11. No outbound attempts in logs.",2025-05-24,mobile,4
TKT-008778,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi,

Web changes take 5 hours to appear on mobile. Field team working with stale data.",2025-08-24,web,2
TKT-008780,SaaS / Tech,account,medium,negative,API key rotation failed silently,"Hi,

Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete.

Thank you,",2025-12-07,mobile,24
TKT-008781,SaaS / Tech,billing,high,negative,Charged $338 for feature never activated,"To whom it may concern,

I'm really frustrated because invoice includes $338 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth. I am very frustrated.

Please help ASAP.",2026-01-06,email,24
TKT-008785,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"Refresh requests return 401 even with valid tokens. Sessions expire every 35 minutes.

Thanks,",2025-03-04,chat,24
TKT-008786,SaaS / Tech,billing,medium,negative,Annual plan invoiced monthly,"Good afternoon,

Switched to annual plan on 2026-01-10 for 20% discount. Still charged every 30 days. Account: ACC8029892. This has been going on for too long.

Regards,",2025-05-10,web,72
TKT-008789,SaaS / Tech,account,low,negative,Workspace transfer request stuck pending,"Dear support team,

I'm really frustrated because requested workspace ownership transfer to Brian Hall on 2026-02-09. Still shows 'Pending Approval'.

Looking forward to your response.",2025-03-17,chat,168
TKT-008793,SaaS / Tech,billing,medium,negative,Proration charge on invoice makes no sense,"Invoice shows $46 proration charge but we haven't changed plans or seats in 8 months. I am very frustrated.

Thanks,",2025-12-13,email,48
TKT-008794,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Hi there,

Payment failed on 2026-02-09. Updated and paid within 4 hours. Workspace still suspended 4 days later. ",2026-02-10,web,4
TKT-008797,SaaS / Tech,billing,medium,negative,Charged $122 for feature never activated,"Good morning,

I'm really frustrated because invoice includes $122 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.

I expect a quick resolution.",2025-05-05,web,8
TKT-008799,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"To whom it may concern,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.",2025-03-11,web,4
TKT-008801,SaaS / Tech,technical,medium,positive,SAML SSO broken after v3.4 update,"To whom it may concern,

SSO with Google Workspace broken since 2026-02-10. Users hit error after authenticating.

Thanks,",2025-03-26,web,72
TKT-008802,SaaS / Tech,technical,low,negative,CSV export producing corrupted output,"Good afternoon,

This is unacceptable — every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-04. I need this resolved immediately.

Regards,",2026-01-05,email,72
TKT-008807,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-11, 18 users locked out. Setup flow errors after QR scan.

I expect a quick resolution.",2025-05-10,mobile,24
TKT-008814,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Good afternoon,

Webhook endpoint for order.created stopped on 2026-02-09. No outbound attempts in logs.",2025-02-17,web,24
TKT-008820,SaaS / Tech,technical,medium,negative,Mobile app data sync delay 2–6 hours,"Web changes take 4 hours to appear on mobile. Field team working with stale data.

I expect a quick resolution.",2025-09-24,mobile,24
TKT-008821,SaaS / Tech,technical,high,positive,CSV export producing corrupted output,"To whom it may concern,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-01.

Regards,",2025-09-17,email,4
TKT-008825,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hi there,

Switched to annual plan on 2026-01-23 for 20% discount. Still charged every 30 days. Account: ACC2368752.

Looking forward to your response.",2025-05-14,mobile,4
TKT-008828,SaaS / Tech,billing,high,negative,Still billed for 87 seats after downgrading to 43,"Hello,

We are Orbis Systems. Downgraded from 87 to 43 seats on 2026-01-24. Latest invoice still shows 87 seats at $508/seat.

Thanks,",2025-11-27,web,1
TKT-008831,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hi there,

Hitting 429 at 109 req/min — well below documented 2000 req/min limit.",2025-07-03,mobile,4
TKT-008840,SaaS / Tech,technical,medium,negative,Rate limiting triggering below threshold,"To whom it may concern,

This is unacceptable — hitting 429 at 165 req/min — well below documented 2000 req/min limit. ",2025-05-11,web,24
TKT-008842,SaaS / Tech,account,high,positive,Audit logs missing critical actions,"Hi,

Compliance team found file deletions missing from audit log.",2025-08-10,web,8
TKT-008843,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi,

I'm really frustrated because web changes take 6 hours to appear on mobile. Field team working with stale data. ",2025-02-12,web,12
TKT-008848,SaaS / Tech,billing,high,negative,Charged $557 for feature never activated,Invoice includes $557 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth. ,2025-09-22,web,8
TKT-008857,SaaS / Tech,technical,medium,positive,Webhooks stopped delivering events,"Hi there,

Webhook endpoint for user.updated stopped on 2026-02-08. No outbound attempts in logs.

Thanks,",2026-01-12,mobile,48
TKT-008861,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"To whom it may concern,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

I expect a quick resolution.",2025-09-19,chat,1
TKT-008862,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,"Hi there,

Added DNS TXT on 2026-02-11. Still 'Pending Verification' after 116 hours. DNS propagated.

Thanks,",2025-09-11,chat,96
TKT-008866,SaaS / Tech,technical,medium,negative,SAML SSO broken after v4.1 update,"This is unacceptable — sSO with Google Workspace broken since 2026-02-11. Users hit error after authenticating. Please fix this as soon as possible.

Looking forward to your response.",2025-03-03,mobile,24
TKT-008867,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Signed up for 14-day trial on 2026-01-27. $112 charge appeared on day 3. Never upgraded.

Thanks,",2025-08-26,web,2
TKT-008869,SaaS / Tech,billing,medium,positive,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-08, 11 users locked out. Setup flow errors after QR scan.",2026-01-09,chat,72
TKT-008870,SaaS / Tech,account,high,negative,Admin cannot assign custom roles,"Dear support team,

Workspace admin at Vanguard Tech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-10. Please fix this as soon as possible.

I expect a quick resolution.",2025-09-15,email,2
TKT-008871,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Hey,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-05-07,chat,8
TKT-008875,SaaS / Tech,billing,medium,positive,Partner discount missing from renewal,"Hello,

NovaFlow account has 30% partner discount agreed with Daniel Young on 2026-01-27. Renewal invoice REF-56179 doesn't include it.

Regards,",2025-07-06,web,72
TKT-008878,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hey,

Signed up for 14-day trial on 2026-02-05. $517 charge appeared on day 11. Never upgraded. Please fix this as soon as possible.",2025-06-19,chat,4
TKT-008884,SaaS / Tech,technical,low,neutral,Mobile app data sync delay 2–6 hours,"Hi,

Web changes take 2 hours to appear on mobile. Field team working with stale data.",2026-01-07,chat,168
TKT-008886,SaaS / Tech,account,medium,negative,GDPR export request not fulfilled,"Dear support team,

Submitted GDPR export for Samantha Rahman on 2026-01-31. No file, no update. Legal deadline approaching. This has been going on for too long.",2025-10-29,chat,48
TKT-008887,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,"New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

Please help ASAP.",2025-04-13,chat,24
TKT-008894,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Requested workspace ownership transfer to Emily Allen on 2026-02-06. Still shows 'Pending Approval'.

Thanks,",2025-05-09,chat,72
TKT-008895,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Good afternoon,

After enforcing 2FA on 2026-02-09, 23 users locked out. Setup flow errors after QR scan.",2025-11-24,web,24
TKT-008897,SaaS / Tech,account,low,neutral,Invited user gets Access Denied after accepting,"Good morning,

Invited Robert Patel to Zenith Digital workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Looking forward to your response.",2025-12-12,mobile,48
TKT-008899,SaaS / Tech,technical,medium,positive,SAML SSO broken after v3.4 update,"Hello,

SSO with Azure AD broken since 2026-02-11. Users hit error after authenticating.

Thank you,",2025-09-25,web,12
TKT-008900,SaaS / Tech,technical,medium,negative,Mobile app data sync delay 2–6 hours,"Hi there,

I'm really frustrated because web changes take 2 hours to appear on mobile. Field team working with stale data. This has been going on for too long.",2025-10-19,email,24
TKT-008908,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Rotated API key on 2026-02-11. Old key still works, new key returns 401. Rotation didn't complete.

Please help ASAP.",2025-12-04,chat,8
TKT-008909,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,I'm really frustrated because web changes take 4 hours to appear on mobile. Field team working with stale data.,2025-07-24,email,1
TKT-008911,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,"Hey,

Invited Hannah Allen to Orbis Systems workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Best,",2025-06-10,web,12
TKT-008915,SaaS / Tech,account,low,neutral,SCIM provisioning failing with 400,"Good afternoon,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-06-25,chat,96
TKT-008916,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Regards,",2026-02-05,mobile,24
TKT-008922,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hitting 429 at 268 req/min — well below documented 2000 req/min limit.

Looking forward to your response.",2025-10-24,chat,4
TKT-008927,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"I can't believe that workspace admin at Apex Ventures cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-07.

Thanks,",2025-08-01,web,24
TKT-008930,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hi,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 6 weeks. 

Best,",2025-02-23,chat,48
TKT-008931,SaaS / Tech,account,high,neutral,Audit logs missing critical actions,"Hi there,

Compliance team found login events missing from audit log.",2025-07-13,web,4
TKT-008932,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Good morning,

I'm really frustrated because novaFlow integration receiving HTTP 500 since 2026-02-09. Happens every 16 min. Request IDs: REF-67147, REF-60928.

Best,",2025-06-06,mobile,4
TKT-008935,SaaS / Tech,account,medium,positive,Custom domain stuck Unverified after 72 hours,"Good afternoon,

Added DNS TXT on 2026-02-08. Still 'Pending Verification' after 80 hours. DNS propagated.

Looking forward to your response.",2025-05-25,mobile,72
TKT-008937,SaaS / Tech,delivery,high,negative,Rate limiting triggering below threshold,Hitting 429 at 206 req/min — well below documented 1000 req/min limit.,2025-09-28,chat,48
TKT-008943,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hi there,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 5 weeks.

Looking forward to your response.",2025-08-24,mobile,2
TKT-008946,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Hello,

I'm having a serious issue — webhook endpoint for user.updated stopped on 2026-02-10. No outbound attempts in logs.",2025-05-04,email,2
TKT-008947,SaaS / Tech,billing,high,positive,Still billed for 74 seats after downgrading to 37,"We are Catalyst Group. Downgraded from 74 to 37 seats on 2026-01-15. Latest invoice still shows 74 seats at $641/seat.

Thank you,",2025-02-14,mobile,4
TKT-008948,SaaS / Tech,account,low,positive,SCIM provisioning failing with 400,"Hello,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-05-09,chat,72
TKT-008953,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete.

Best,",2026-01-29,chat,72
TKT-008954,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Good morning,

I can't believe that payment failed on 2026-02-08. Updated and paid within 1 hours. Workspace still suspended 5 days later. 

Best,",2025-04-23,web,1
TKT-008955,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Hi there,

This is unacceptable — vertex Analytics account has 30% partner discount agreed with Sarah Hassan on 2025-12-17. Renewal invoice REF-46304 doesn't include it.",2026-02-07,chat,8
TKT-008957,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Good afternoon,

Requested workspace ownership transfer to Fatima Davis on 2026-02-10. Still shows 'Pending Approval'.

Looking forward to your response.",2025-10-27,chat,8
TKT-008958,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Refresh requests return 401 even with valid tokens. Sessions expire every 55 minutes. 

I expect a quick resolution.",2025-03-19,web,24
TKT-008959,SaaS / Tech,billing,medium,neutral,Tax exemption not applied,"Dear support team,

Submitted tax exemption cert for NexaTech 6 weeks ago. Still charged 7% sales tax.",2026-01-18,mobile,24
TKT-008960,SaaS / Tech,billing,high,negative,Still billed for 9 seats after downgrading to 4,"Hi,

I can't believe that we are Orbis Systems. Downgraded from 9 to 4 seats on 2026-01-27. Latest invoice still shows 9 seats at $359/seat.

Looking forward to your response.",2025-07-31,mobile,8
TKT-008969,SaaS / Tech,billing,low,negative,Charged $454 for feature never activated,"Good afternoon,

Invoice includes $454 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Regards,",2025-07-10,mobile,72
TKT-008970,SaaS / Tech,account,high,negative,Workspace transfer request stuck pending,"Dear support team,

Requested workspace ownership transfer to Ryan Ahmed on 2026-01-30. Still shows 'Pending Approval'. 

Regards,",2025-10-19,web,48
TKT-008974,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

I'm having a serious issue — blueSky Solutions account has 30% partner discount agreed with Stephanie Patel on 2025-12-26. Renewal invoice REF-89103 doesn't include it. I am very frustrated.",2026-01-10,mobile,4
TKT-008982,SaaS / Tech,technical,medium,negative,Mobile app data sync delay 2–6 hours,"Web changes take 5 hours to appear on mobile. Field team working with stale data.

Thank you,",2025-05-24,web,96
TKT-008985,SaaS / Tech,account,medium,positive,Admin cannot assign custom roles,Workspace admin at PrismData cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08.,2025-05-21,mobile,96
TKT-008988,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"To whom it may concern,

Vanguard Tech integration receiving HTTP 500 since 2026-02-10. Happens every 20 min. Request IDs: REF-11375, REF-45811. Please fix this as soon as possible.",2025-03-17,mobile,24
TKT-008990,SaaS / Tech,billing,high,positive,Tax exemption not applied,"Hi,

Submitted tax exemption cert for Zenith Digital 11 weeks ago. Still charged 8% sales tax.

Thank you,",2025-04-13,email,48
TKT-008992,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Requested workspace ownership transfer to Brian Allen on 2026-02-03. Still shows 'Pending Approval'.

Thanks,",2025-03-04,mobile,12
TKT-008994,SaaS / Tech,account,medium,positive,GDPR export request not fulfilled,"To whom it may concern,

Submitted GDPR export for Aisha Taylor on 2026-02-03. No file, no update. Legal deadline approaching.

Looking forward to your response.",2025-04-26,mobile,12
TKT-008995,SaaS / Tech,technical,low,negative,SAML SSO broken after v4.1 update,"Dear support team,

I'm really frustrated because sSO with Azure AD broken since 2026-02-11. Users hit error after authenticating.

I expect a quick resolution.",2026-01-19,web,120
TKT-008998,SaaS / Tech,account,low,neutral,Invited user gets Access Denied after accepting,"Hello,

Invited Brian Walker to NovaFlow workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-05-13,mobile,168
TKT-008999,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"To whom it may concern,

After enforcing 2FA on 2026-02-09, 17 users locked out. Setup flow errors after QR scan.

Thanks,",2025-04-06,chat,8
TKT-009001,SaaS / Tech,account,medium,positive,API key rotation failed silently,"Hello,

Rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete.",2025-06-11,email,8
TKT-009003,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hey,

Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.

Best,",2025-07-02,mobile,24
TKT-009009,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Hi there,

After enforcing 2FA on 2026-02-08, 30 users locked out. Setup flow errors after QR scan.

Thanks,",2025-02-13,email,24
TKT-009011,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,"To whom it may concern,

Invited Rebecca Miller to CoreLogic Inc workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Looking forward to your response.",2025-05-04,mobile,24
TKT-009012,SaaS / Tech,billing,medium,negative,Annual plan invoiced monthly,"Hello,

Switched to annual plan on 2025-12-30 for 20% discount. Still charged every 30 days. Account: ACC3033105.",2025-10-30,web,24
TKT-009016,SaaS / Tech,account,medium,positive,GDPR export request not fulfilled,"Hello,

Submitted GDPR export for Michael Williams on 2026-01-31. No file, no update. Legal deadline approaching.

Looking forward to your response.",2025-08-27,chat,8
TKT-009017,SaaS / Tech,technical,medium,negative,Dashboard loading 62+ seconds,"Main analytics dashboard takes 74+ seconds since 2026-02-09. Team of 28 blocked. 

Please help ASAP.",2025-06-18,web,72
TKT-009021,SaaS / Tech,technical,medium,negative,SAML SSO broken after v4.1 update,"I'm having a serious issue — sSO with Azure AD broken since 2026-02-07. Users hit error after authenticating.

Thank you,",2025-05-29,web,24
TKT-009023,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,"Hey,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-11-04,email,24
TKT-009025,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Good morning,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Best,",2025-09-19,mobile,24
TKT-009028,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi there,

Web changes take 5 hours to appear on mobile. Field team working with stale data.",2025-04-05,web,4
TKT-009032,SaaS / Tech,technical,medium,positive,REST API intermittent 500 errors,"Hey,

NovaFlow integration receiving HTTP 500 since 2026-02-09. Happens every 18 min. Request IDs: REF-33184, REF-23703.

Looking forward to your response.",2025-08-02,mobile,96
TKT-009035,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"Hello,

Invoice shows $76 proration charge but we haven't changed plans or seats in 6 months.",2025-04-01,email,4
TKT-009039,SaaS / Tech,account,low,neutral,Audit logs missing critical actions,"Compliance team found login events missing from audit log.

Looking forward to your response.",2025-05-03,web,24
TKT-009041,SaaS / Tech,account,high,negative,Partner discount missing from renewal,"Hi there,

NovaFlow account has 30% partner discount agreed with Emily Smith on 2025-12-31. Renewal invoice REF-24972 doesn't include it.

Looking forward to your response.",2025-05-25,email,8
TKT-009042,SaaS / Tech,technical,medium,negative,Mobile app data sync delay 2–6 hours,"Web changes take 6 hours to appear on mobile. Field team working with stale data. This has been going on for too long.

Thanks,",2026-01-07,web,24
